"outcome","id_paper","id_group","id_proc","paper_first_author","paper_year","pop_group_clinical","geographic_scope","study_link","time","sex","age","data_value","ci_lower","ci_upper","sample_size"
"HBeAg_prevalence","GMB15",1,"x","Mendy",2010,"HBsAg_positive_HCC_patients_cirrhosis_unknown","National","GLCS subset",1999,"Mixed",50,0.24,NA,NA,33
"HBeAg_prevalence","GMB15",1,"x","Mendy",2010,"HBsAg_positive_HCC_patients_cirrhosis_unknown","National","GLCS subset",1999,"Mixed",60,0.1,NA,NA,10
"HBeAg_prevalence","GMB15",1,"x","Mendy",2010,"HBsAg_positive_HCC_patients_cirrhosis_unknown","National","GLCS subset",1999,"Mixed",76.5,0.1,NA,NA,10
"HBeAg_prevalence","GMB15",2,"x","Mendy",2010,"HBsAg_positive_cirrhosis_patients_no_HCC","National","GLCS subset",1999,"Mixed",26,0.32,NA,NA,22
"HBeAg_prevalence","GMB15",2,"x","Mendy",2010,"HBsAg_positive_cirrhosis_patients_no_HCC","National","GLCS subset",1999,"Mixed",40,0.27,NA,NA,11
"HBeAg_prevalence","GMB15",2,"x","Mendy",2010,"HBsAg_positive_cirrhosis_patients_no_HCC","National","GLCS subset",1999,"Mixed",50,0.2,NA,NA,15
"HBeAg_prevalence","GMB15",2,"x","Mendy",2010,"HBsAg_positive_cirrhosis_patients_no_HCC","National","GLCS subset",1999,"Mixed",60,0.4,NA,NA,5
"HBeAg_prevalence","GMB15",3,"x","Mendy",2010,"Chronic_HBV_carriers","National","GLCS subset",1999,"Mixed",26,0.04,NA,NA,26
"HBeAg_prevalence","GMB15",3,"x","Mendy",2010,"Chronic_HBV_carriers","National","GLCS subset",1999,"Mixed",40,0.09,NA,NA,11
"HBeAg_prevalence","GMB15",3,"x","Mendy",2010,"Chronic_HBV_carriers","National","GLCS subset",1999,"Mixed",50,0,NA,NA,10
"HBeAg_prevalence","GMB15",3,"x","Mendy",2010,"Chronic_HBV_carriers","National","GLCS subset",1999,"Mixed",60,0,NA,NA,5
"HBeAg_prevalence","GMB15",3,"x","Mendy",2010,"Chronic_HBV_carriers","National","GLCS subset",1999,"Mixed",72,0,NA,NA,8
"HBeAg_prevalence","8",1,"x","Mendy",2008,"Chronic_HBV_carriers","Sub-national","KM cohort of chronic carriers",2003,"Mixed",22,0.135,NA,NA,37
"HBeAg_prevalence","8",1,"x","Mendy",2008,"Chronic_HBV_carriers","Sub-national","KM cohort of chronic carriers",2003,"Mixed",26.5,0.054,NA,NA,37
"HBeAg_prevalence","8",1,"x","Mendy",2008,"Chronic_HBV_carriers","Sub-national","KM cohort of chronic carriers",2003,"Mixed",31.5,0,NA,NA,15
"HBeAg_prevalence","8",1,"x","Mendy",2008,"Chronic_HBV_carriers","Sub-national","KM cohort of chronic carriers",2003,"Mixed",36.5,0,NA,NA,4
"HBeAg_prevalence","V11",1,"x","Van der Sande",2006,"Chronic_HBV_carriers","Sub-national","KM vaccine cohort",2003,"Mixed",15,0.625,NA,NA,8
"HBeAg_prevalence","V11",2,"x","Van der Sande",2006,"Chronic_HBV_carriers","Sub-national","KM vaccine cohort",2003,"Mixed",48,0.08,NA,NA,187
"HBeAg_prevalence","V1",1,"2","Peto",2014,"HBsAg_positive_general_population","Sub-national","GHIS",2007.5,"Mixed",19.5,0.26,NA,NA,65
"HBeAg_prevalence","GMB1",1,"x","Lemoine",2016,"HBsAg_positive_general_population","Sub-national","PROLIFICA",2012.5,"Mixed",38,0.033,NA,NA,395
